"S_SUPPKEY"|"S_NAME"|"S_ADDRESS"|"S_NATIONKEY"|"S_PHONE"|"S_ACCTBAL"|"S_COMMENT"
16217|"Supplier#000016217       "|"yw24i4mwy200"|3|"935-314-2825   "|498,17|"regular, express accounts are across ."
16222|"Supplier#000016222       "|"iB NgRNmNB46w6NyBRP4g6wkN iwN6L"|20|"787-350-8195   "|832,03|"blithely final instructions sleep along ."
16225|"Supplier#000016225       "|"igwwyPyLP0kNyg 4BkmkkP4Py"|23|"660-285-3838   "|-970,63|"ruthlessly ironic patterns are beyond ."
16233|"Supplier#000016233       "|"R24g0L4R2NNByRiwBm"|21|"244-160-7582   "|6612,92|"carefully bold foxes haggle carefully bold requests ."
16239|"Supplier#000016239       "|"RR0646iPgB4k0L Rgk "|16|"559-913-5518   "|2845|"quickly ironic platelets wake packages ."
16240|"Supplier#000016240       "|"NmgPP20wN46kw0 42m00kg"|7|"196-394-3264   "|7807,68|"blithely close theodolites against are carefully even deposits "
16243|"Supplier#000016243       "|"L40m4w N0Niy4B Pywmkm mm6kB m2yim "|11|"164-619-4065   "|9130,1|"blithely pending pinto beans use blithely along ."
16247|"Supplier#000016247       "|"kyPL0i4 RNkBgPL wR4NBikRi2 RwgRk6 RLg6"|3|"927-379-7545   "|5510,48|"fluffily regular dolphins haggle carefully ."
16248|"Supplier#000016248       "|"yPLi LwRP4wRP20"|4|"262-444-3418   "|3616,28|"regular accounts haggle carefully slow requests ."
16249|"Supplier#000016249       "|"4gg62mP4RmBkiNPwNi2wPim m km"|20|"730-118-3065   "|1862,4|"carefully even deposits use blithely packages ."
16256|"Supplier#000016256       "|"yg6w  RgkRP4mRwBi0y2 kwNm2im LLBi4NN g"|7|"895-446-3187   "|4705,92|"slowly regular attainments detect quickly ."
16262|"Supplier#000016262       "|"k4PNiykByy0 Pmmw6R6yw6P "|3|"670-114-7128   "|8225,13|"bold requests above try to doubt silently express requests --"
16263|"Supplier#000016263       "|"RmikN2gRgBi62R2iw wRyiRg6"|3|"917-501-4592   "|784,96|"carefully unusual ideas against integrate quickly fluffily regu"
16276|"Supplier#000016276       "|"k6B66m4y 4Nmk6N0BBykRPR4204gmRPPNi"|23|"288-101-2115   "|1695,26|"special requests boost blithely ."
16280|"Supplier#000016280       "|"00kw040NgLw k g4 g0Ngi4R 0gi"|24|"456-546-9189   "|6788,2|"carefully even foxes sleep after ."
16285|"Supplier#000016285       "|"RiRmwLPg4gRP66Nyy2P4Pi"|13|"885-211-9399   "|2876,89|"fluffily pending dinos nag blithely ."
16290|"Supplier#000016290       "|"m46iL20m6PBwiR62ymNN2m264RB"|23|"685-490-1449   "|887,06|"evenly regular grouches upon are blithely pending theodolites ."
16293|"Supplier#000016293       "|"LN66R6yiRgkBP20BNwBymiP"|24|"688-877-7662   "|1235,76|"packages cajole about ."
16301|"Supplier#000016301       "|"wRw myRL46Pg6 LyB"|17|"650-686-5502   "|7895,85|"closely ironic frays cajole carefully ."
16306|"Supplier#000016306       "|" 20mm42Pk0642LkRi LP Ng2g44 0yi62PN"|17|"559-428-8590   "|8267,36|"packages sleep ."
16314|"Supplier#000016314       "|"imPwmLw2RB04"|18|"424-309-6360   "|6179,71|"packages sleep even packages ."
16316|"Supplier#000016316       "|"ww iB2R6Li2gw0mmB4RmmwRkmLPNmPByR"|15|"495-218-2928   "|2786,05|"special accounts are ."
16322|"Supplier#000016322       "|"m 0Lgi0BwiyRLB imP00kNRPiNL6yym2iR0 wRg"|11|"496-408-2989   "|3931,6|"packages are ."
16324|"Supplier#000016324       "|"Ry y4N kgiiwRyyLN0gN6m4wL4"|17|"735-919-2475   "|4707,78|"packages nag blithely furiously busy deposits ."
16326|"Supplier#000016326       "|" kPi40R0BmwP0wL46R24yyiLL2N2BL"|22|"336-961-5712   "|9824,28|"closely regular braids are ."
16332|"Supplier#000016332       "|"iyRg04ygRii "|0|"436-888-5292   "|-296,04|"unusual accounts use blithely slyly final Tiresias' ."
16335|"Supplier#000016335       "|"wBLgm4w0k0mkRiN246Ni2PLwiN6PLLi2"|3|"411-937-7316   "|4411,95|"blithely bold pinto beans sleep along ."
16338|"Supplier#000016338       "|"w2kPkyB64w2g4y2BL2yw2PBNwkiiiR"|12|"807-961-6111   "|1308,32|"blithely regular theodolites wake ."
16340|"Supplier#000016340       "|"6yigmmykgNiLkPi w6Bmy2"|5|"704-830-6722   "|5986,02|"blithely final pinto beans wake ."
16342|"Supplier#000016342       "|"22RLwik g64R44i0"|9|"563-729-9663   "|4820,82|"carefully even deposits after are blithely even instructions ."
16343|"Supplier#000016343       "|"gw6PR2RR6wkB64 k4 iPm2mmRNw6 B4kLPiw"|16|"447-544-5906   "|6481,35|"carefully pending ideas wake ."
16345|"Supplier#000016345       "|"k k 40L4gLLPRk NmgkwRPkBNN6w4B"|12|"914-208-1054   "|9142,15|"quickly pending instructions haggle carefully packages ."
16353|"Supplier#000016353       "|" 0RiRk4ik6NgNRiNiNiPw40B46Pg"|9|"350-667-3648   "|2336,52|"carefully bold ideas affix quickly against ."
16358|"Supplier#000016358       "|"kRm4LBPL BBNRLgy0"|6|"798-514-9292   "|8060,61|"regular, ironic deposits doze stealthily regular, express depos"
16359|"Supplier#000016359       "|"2044i4B BwigBmwgP0mB2wg46wiL4"|3|"496-181-5355   "|7758,55|"bravely pending epitaphs nag blithely inside ."
16362|"Supplier#000016362       "|"R0imB6RR0 4mR04RPR4NiLP62gN0"|19|"710-566-7287   "|800,33|"fluffily express courts sleep around ."
16365|"Supplier#000016365       "|"g 00ygRg2NmyNRPy0NRgiB2Nm0k"|7|"531-192-8636   "|5116,04|"regular requests use blithely slyly special excuses ."
16366|"Supplier#000016366       "|"k0kLwm Rgym0NimB6wRwi4mP6kNR2k2LN LP"|4|"987-523-9899   "|7304,53|"packages maintain quickly ."
16371|"Supplier#000016371       "|"w2NRy4L 2wmi2g6 "|23|"339-595-3971   "|5582,13|"final requests are furiously unusual instructions ."
16372|"Supplier#000016372       "|"kNRPmmLw0NP"|20|"472-917-1125   "|8938,5|"regular requests wake above ."
16374|"Supplier#000016374       "|"i2LmLwR464RN2 yg LiB62mRy20kRR6y2gL 6yP"|24|"836-910-7988   "|5933,74|"fluffily ironic sauternes affix quickly ."
16376|"Supplier#000016376       "|"ikgLy00NBgPPPi02L2Rmm y "|24|"986-903-7540   "|5968,39|"regular, final deposits across haggle carefully even packages ."
16378|"Supplier#000016378       "|"Rw6iR4Ni0iLgm0L 04642"|22|"801-383-7614   "|-340,62|"daringly pending dugouts nag blithely in place of ."
16381|"Supplier#000016381       "|"4w6L0B 044wm0PmP"|18|"250-516-3628   "|6901,46|"carefully final foxes eat fluffily unusual, final deposits ."
16385|"Supplier#000016385       "|"i6wLLB4BLwmN02iB6kP6"|12|"922-429-3222   "|9657,59|"blithely ironic instructions are ."
16390|"Supplier#000016390       "|"0gR4Bw wk N 6g4w"|18|"984-329-4676   "|685,64|"carefully silent ideas wake ."
16395|"Supplier#000016395       "|"0gmgBRLmL26Py6 mPm0R N "|18|"651-669-6144   "|8075,67|"quietly silent somas hang finally besides --"
16403|"Supplier#000016403       "|"02PRPR6NN0i 20gg"|4|"919-306-4153   "|5739,34|"thinly even braids serve thinly final, final deposits :"
16404|"Supplier#000016404       "|"BRiwgBkkm6666 2ykwLkP6iy404ikB64mmkB"|22|"329-207-6524   "|37,6|"blithely bold pinto beans along wake packages ."
16416|"Supplier#000016416       "|"0wLPRgkg0m"|24|"989-350-5397   "|3899,55|"even requests above wake unusual accounts ."
16428|"Supplier#000016428       "|"BLLigwi6wiLwwN2imiNwNmg"|21|"245-168-5034   "|3784,14|"carefully special foxes are regular, regular deposits ."
16433|"Supplier#000016433       "|"gi22 kg6LP 0P N"|2|"386-138-9047   "|7004,95|"carefully ironic foxes use blithely carefully even deposits ."
16439|"Supplier#000016439       "|"2R0kN2ygR6Pmi6N6mPiiLy4  N  4kmk"|4|"261-544-2349   "|1424,47|"bold, bold deposits impress fluffily ;"
16440|"Supplier#000016440       "|"64gPBiB4Ly2Bii iPyNy 0w6iPBkiPmR6"|12|"305-267-3562   "|3070,08|"busily even sheaves are fluffily express courts ."
16441|"Supplier#000016441       "|"RLN400Ri ii2kgLwg P6PPykm4Pk wR"|8|"798-967-5287   "|6817,56|"blithely special theodolites are against ."
14153|"Supplier#000014153       "|"4LLm4 R6yLi40kNLyPyyB24ki2Bwmwk066 0y"|20|"578-523-4777   "|5213,72|"packages boost quickly about ."
14158|"Supplier#000014158       "|"2Bym 2mw ym4R40iwyBN N2k6BPwwiiiR6Lww"|18|"343-148-6562   "|2552,79|"boldly bold grouches cajole carefully ."
14161|"Supplier#000014161       "|"2Py0Lmki 02m"|23|"886-322-1986   "|522,61|"packages poach ruthlessly packages :"
14162|"Supplier#000014162       "|"Py2mR400yi  w6PwkRBy0g kNR202262"|1|"183-254-4211   "|3438,59|"quickly regular excuses wake regular, special deposits ."
14169|"Supplier#000014169       "|"6y44kmkLN6NNkkPy404m6myB4BkPi6w2ik"|5|"473-210-8046   "|4693,34|"unusual, bold deposits across hinder fluffily about ."
14176|"Supplier#000014176       "|"BN4420L2NBP PR26gNB6 "|18|"531-138-2622   "|762,76|"packages about use blithely along ."
14178|"Supplier#000014178       "|"Pmk0gg y6LPP2m"|0|"289-753-3994   "|7975,56|"carefully final ideas boost quickly idly bold gifts ."
14181|"Supplier#000014181       "|"PRw2i0Py06iNRP 2wBBNg LNwLwR6"|8|"562-712-6059   "|2421,78|"carefully special foxes cajole ."
14191|"Supplier#000014191       "|"kiL kgLBgim4R4wkwk6B64yy06Niy6B "|24|"736-720-3077   "|297,31|"express, ironic deposits breach fluffily ironic, final deposits"
14192|"Supplier#000014192       "|"LNBB0BNBm2gNN yLRLgiiRyggwwyi B"|22|"466-716-5856   "|848,32|"blithely express ideas against haggle carefully alongside of ."
14193|"Supplier#000014193       "|"RmBNm wywyRwL4B4kwiR"|22|"389-764-5970   "|-358,84|"express requests above sleep slyly even ideas ."
14199|"Supplier#000014199       "|"imNmy62 kik44NBLBPy0B"|1|"349-350-1332   "|3803,55|"regular packages boost blithely ."
14200|"Supplier#000014200       "|"y BiygkwByPi262Ngm2Lg4ywwLw2m66k4B"|9|"384-570-8466   "|3299,05|"blithely ironic theodolites kindle busily !"
14202|"Supplier#000014202       "|"Piw6g2Nw22Nw4km4RP42y62LBwN"|3|"193-754-5130   "|9741,2|"fluffily unusual dolphins dazzle daringly at ?"
14204|"Supplier#000014204       "|" 2kkw 4 N2PB4w "|18|"953-424-5913   "|8602,98|"unusual accounts integrate quickly slyly regular instructions ."
14213|"Supplier#000014213       "|"wPy2N kmN6g6NBiByRiRNmL k6kRwmg0"|18|"263-428-8826   "|7460,31|"carefully even deposits play regularly !"
14217|"Supplier#000014217       "|"Bk04wgyN0PL0kyP4PBLiPk0iBy"|10|"322-252-2614   "|6474,81|"fluffily final courts affix quickly around ."
14221|"Supplier#000014221       "|"NgRy2BR4NkR6kP6 6LgNB6"|15|"534-927-7675   "|2771,14|"special accounts use blithely even accounts ."
14223|"Supplier#000014223       "|"wBm  P02kg yyyy2NNw2wNBy2wy"|4|"854-574-3592   "|2006,03|"even, final deposits cajole slyly ironic platelets ."
14224|"Supplier#000014224       "|"4Nm46LyLRPmiBykyR62yB6LBN2yg6R gNg 2"|21|"943-414-8945   "|9224,58|"blithely ironic instructions wake ."
14225|"Supplier#000014225       "|"my4RLB6k42LkRN6L0Ni4BPg6gyw20"|13|"943-801-1555   "|1602,76|"packages maintain quickly ."
14227|"Supplier#000014227       "|"00Pm4BgiLNyRwRgwki B6m2 wiB6kimi"|11|"798-121-7991   "|8655,17|"silent, pending deposits mold slowly across :"
14229|"Supplier#000014229       "|"m2k6LP4gN44BRB60iyy  y2ywL4"|0|"684-404-4343   "|7258,7|"packages impress fluffily ;"
14233|"Supplier#000014233       "|" gmi042ygwgm600y2y"|1|"375-504-3656   "|7891,82|"blithely ironic pinto beans sleep carefully special foxes ."
14239|"Supplier#000014239       "|"g2y2gP 624BN mBk4L"|17|"818-626-6004   "|6944,75|"packages are furiously unusual asymptotes ."
14247|"Supplier#000014247       "|"400N0LkLiy2PkwPgwN"|15|"741-750-4931   "|2509,4|"blithely express theodolites along unwind enticingly regular, r"
14248|"Supplier#000014248       "|" wwmii406wwyBy 44"|21|"513-803-1427   "|-517,87|"quickly regular platelets sleep quickly bold dependencies ."
14256|"Supplier#000014256       "|"0igmki6LiR22iiRL2PmiBNm42Bi4wymRi0y"|6|"832-178-8995   "|8855,11|"fluffily regular asymptotes around wake according to ."
14265|"Supplier#000014265       "|"iwm2BBgwP60NmgR6g06ky P"|12|"263-769-9791   "|3136,13|"final accounts use blithely ."
14267|"Supplier#000014267       "|"2wN622L0my2P22ykg Lg0my6R Pg462"|14|"685-679-5817   "|151,54|"thin requests cajole carefully slyly special pinto beans ."
14274|"Supplier#000014274       "|"gm2LkLkkiNgm2iNygmBmPLgg0wmPR2wwgim"|17|"557-314-4890   "|1427,17|"silently regular hockey players within use blithely quickly eve"
14276|"Supplier#000014276       "|"y2RgLykmigkPNy0wP4yL4R6yPN"|24|"691-743-8905   "|-358,52|"regular, even deposits sleep across ."
14281|"Supplier#000014281       "|"B4k 0NiR60yL064Nm2PPgR2R0N0002 N"|13|"525-962-1665   "|6311,83|"bravely express notornis dazzle daringly ?"
14286|"Supplier#000014286       "|"BwPkL2Bm02mNkL00BBP6ki026y m2yy"|20|"105-145-7300   "|7771,27|"bold accounts haggle carefully packages ."
14288|"Supplier#000014288       "|" R2LPy4RBmy6Pmwwim wi2iwimwik"|17|"178-467-7434   "|1935,43|"silent, even deposits integrate quickly across ."
14292|"Supplier#000014292       "|"i m6gNiBN6im wRiNm46RB6P6LR0BLimR"|2|"931-699-4910   "|987,43|"even accounts wake ruthless accounts ."
14293|"Supplier#000014293       "|"m646iwyR BwiRB6yB4wLmgy4066iLikw y 642"|12|"244-651-6299   "|5756,49|"blithely even theodolites integrate quickly ."
14298|"Supplier#000014298       "|"gygiLgy20 R2 i2iRyRk0kkBkwNB"|9|"116-127-9096   "|3424,1|"packages about haggle carefully furiously regular ideas ."
14302|"Supplier#000014302       "|"Ni402By2Nywy0m"|23|"293-842-8329   "|8503,05|"quietly silent somas cajole carefully beside ."
14306|"Supplier#000014306       "|"2P040iPyB w4gLmP6"|12|"597-622-3892   "|5452,58|"fluffily ironic asymptotes sleep ."
14308|"Supplier#000014308       "|"4Rwi2yP2Likmy6w LL"|10|"862-296-2059   "|2597,24|"quickly unusual dependencies haggle carefully alongside of ."
14316|"Supplier#000014316       "|"6w R LyyNy62NL4iBiPP4"|9|"693-722-8860   "|4100,81|"quickly regular excuses haggle carefully blithely regular instr"
14323|"Supplier#000014323       "|"kPBBPLkPy0m6BN2P2 Niw0 N6m "|20|"868-672-5308   "|5063,4|"blithely express ideas sleep express, regular deposits ."
14332|"Supplier#000014332       "|"wy4y0kPyL2B0gBP4mN22"|20|"611-608-2993   "|4873,1|"carefully special ideas sleep even packages ."
14339|"Supplier#000014339       "|"00mm60iRLgyiw2miiPyy0N"|23|"778-732-4510   "|9151,77|"fluffily regular asymptotes boost blithely regular, bold deposi"
14340|"Supplier#000014340       "|"g0y2 i46gPN0RR60wRN m "|6|"368-101-6680   "|9946,42|"final accounts according to wake after ."
14343|"Supplier#000014343       "|"6y0LyP6g6g"|4|"312-249-3852   "|3293,66|"quickly final excuses detect quickly among ."
14357|"Supplier#000014357       "|"B6R2m24BiiwwkBB0LwRN gP g"|3|"526-405-3570   "|5120,71|"blithely final pinto beans promise fluffily final, ironic depos"
14363|"Supplier#000014363       "|"R0kkP242w4wwgRiiN4ki2i6kPkm6mgRR2RgywN w"|14|"340-868-6327   "|1626,32|"quickly express dependencies cajole ."
14364|"Supplier#000014364       "|"kgRk 246P6ww N ByBN2g"|21|"609-379-8369   "|7478,92|"blithely bold theodolites boost blithely quickly even excuses ."
14366|"Supplier#000014366       "|"my 0NBRLgBgPBwRgiBgiy 0iR22g0"|16|"637-302-9047   "|1141,47|"thinly final forges sleep by ."
14367|"Supplier#000014367       "|" LNRiB2BmyPmgim yB2"|9|"776-541-9158   "|9600,44|"ironic accounts are according to ."
14369|"Supplier#000014369       "|" LLL gL N0Bi PByP0Bg6Lg26wykmky46 0 RNi6"|12|"312-306-9570   "|5939,28|"silent requests use blithely above ."
14372|"Supplier#000014372       "|"0giiB2wiwP44mmm2wBg6yyLygBy4yRNkRL"|19|"236-916-4869   "|5987,01|"fluffily special dolphins detect quickly blithely unusual instr"
14373|"Supplier#000014373       "|"4gNkPyL4 0Lm0k"|17|"538-170-6514   "|4638,87|"blithely express theodolites against use blithely regular accou"
14376|"Supplier#000014376       "|"6Ngyg0Pk4R"|18|"356-666-6962   "|3474,8|"quickly sly platelets haggle carefully among ."
14379|"Supplier#000014379       "|"mNPw0im4kmgBP0kRgLiyk"|7|"504-799-1039   "|-394,3|"blithely final theodolites against grow fluffily above ;"
14380|"Supplier#000014380       "|"0yyiy6w2RNwymyB kwiP"|9|"665-311-3493   "|3946,13|"blithely regular instructions boost quickly quickly ruthless in"
14383|"Supplier#000014383       "|"k2 LwyyR0iRy iyP2yPNkRRR0LLi02wgLyLRR"|20|"325-435-4063   "|9271,09|"ruthlessly final patterns cajole carefully regular accounts ."
16447|"Supplier#000016447       "|"g26L NN2RgLNyNgNPPwgPgiyP44B66R2ik0"|15|"406-266-3431   "|7103,47|"finally ironic sentiments sleep quickly unusual dependencies ."
16448|"Supplier#000016448       "|"0 644yikLRBB"|11|"375-374-2809   "|3048,46|"pending requests wake ."
16449|"Supplier#000016449       "|"gk6i2 B gRgNN00LL2"|0|"403-424-5558   "|6424,44|"ironic, thin deposits serve ruthlessly packages :"
16454|"Supplier#000016454       "|"i6 ii0PP 0mgy Ryi m4 wNB0LR6w6"|0|"235-368-1649   "|6293,36|"quietly pending somas boost quickly beside ."
16462|"Supplier#000016462       "|"6BPNiyw0LmR Pk42wP0yL2ym0By2"|13|"941-366-9270   "|9825,71|"packages haggle carefully pending, even deposits ."
16470|"Supplier#000016470       "|"4y04Rw4gkg2w4 Pywki 0"|12|"592-677-6719   "|7103,62|"carefully regular ideas against affix quickly above ."
16474|"Supplier#000016474       "|"PgLm6NP2R0yLLy6PBwgkk0m"|20|"577-797-5725   "|6939,3|"carefully final deposits sleep ."
16475|"Supplier#000016475       "|"k2B 0gL P LkNLyLkB"|8|"241-263-4178   "|4848,37|"silent packages haggle carefully above ."
16476|"Supplier#000016476       "|"k0 RyLLBLLy2iRmkgB0L20B gmyRRm 6LBmN2i"|4|"947-391-9964   "|7601,89|"packages cajole bold requests ."
16477|"Supplier#000016477       "|"RimRm464Niy4LPim2"|21|"995-496-8543   "|8928,89|"final accounts haggle carefully according to ."
16484|"Supplier#000016484       "|"m064wgkwL iwyiNiLB2g0k6 RgBLL0yR"|14|"197-817-4870   "|4791,75|"regular requests above integrate quickly alongside of ."
16485|"Supplier#000016485       "|"BBi0PmgyiwNg"|4|"850-549-8030   "|1902,34|"carefully even ideas doze permanently packages ?"
16488|"Supplier#000016488       "|"RiPgNL2LwLPig 0w0i4L2PBNi00RLg2km66k"|0|"150-864-7522   "|3329,53|"quickly ironic dependencies alongside of haggle carefully along"
16490|"Supplier#000016490       "|"NN 40Ry4Rg2ii444Byww2w6 "|7|"639-712-8430   "|8020,94|"carefully regular deposits haggle carefully after ."
16491|"Supplier#000016491       "|"i wi2wB0yRNL"|4|"776-424-3528   "|1057,41|"quickly ironic dependencies wake ."
16492|"Supplier#000016492       "|"i0 mmk6y0wg4NP m"|22|"407-965-6783   "|4777,56|"fluffily regular platelets among boost blithely thinly permanen"
16495|"Supplier#000016495       "|"Rgk6yw2yP0kLii026wRw"|2|"416-602-5335   "|1696,46|"busily ironic sheaves are quickly special excuses ."
16499|"Supplier#000016499       "|" y4kNm4LNkPN2 0kmRLgkim"|6|"467-169-2507   "|6078,99|"thin requests affix quickly above ."
16503|"Supplier#000016503       "|"PPyiN2LP Pk2Lmy4P4wmNkLwRwN2iNw6R06R"|2|"596-290-9610   "|6337,19|"blithely ironic theodolites cajole ."
16504|"Supplier#000016504       "|"026N0m2w2B4i4B04Ny4kmN22m2kmyBwkLk "|8|"800-468-6776   "|5188,19|"carefully express foxes wake ."
16505|"Supplier#000016505       "|"wigwkiL62  m0RB"|12|"534-442-9562   "|9925,4|"packages wake ."
16508|"Supplier#000016508       "|" m6646LgkwB4 0 06Ry6Lwwk my"|6|"500-521-8710   "|282,45|"ironic requests haggle carefully above ."
16514|"Supplier#000016514       "|"RNBL Bimg LL460BBBN4"|19|"808-687-4564   "|3756,22|"quickly ironic excuses affix quickly quickly special excuses ."
16516|"Supplier#000016516       "|"40LR66Pi  6kP"|18|"479-458-3675   "|1397,26|"regular, express deposits cajole slyly silent deposits ."
16517|"Supplier#000016517       "|"2B6i N0g 66i6m"|7|"899-273-3118   "|7743,74|"packages wake unusual requests ."
16523|"Supplier#000016523       "|"42ykg4R0kLkyL0m6w2gg Nkw0RP ywB600i6P L"|7|"373-194-2030   "|3615,96|"carefully unusual foxes use blithely carefully ironic foxes ."
16525|"Supplier#000016525       "|"y2wRkN6k6 mwR0"|15|"972-323-2578   "|1094,43|"final requests try to believe evenly packages --"
16526|"Supplier#000016526       "|" 6m6mBwmwNi4B4Lkm6N00kgmwPRBN"|5|"412-103-9641   "|28,78|"packages about sleep furiously silent notornis ."
16527|"Supplier#000016527       "|"yB4PNg w iR"|1|"181-370-7576   "|8692,18|"boldly even grouches dazzle doggedly ?"
16529|"Supplier#000016529       "|"4Rw200Rmy06wymmyLim4P0 iRN04"|7|"458-826-9096   "|321,8|"carefully unusual ideas haggle carefully blithely bold pinto be"
16530|"Supplier#000016530       "|"LwNk6y  PPyRi6gNL ii644P2N N2ykyP"|14|"319-536-4043   "|5441,2|"carefully final foxes after are according to ."
16531|"Supplier#000016531       "|"w26PB2y6ii02kP6"|9|"274-657-9541   "|5240,02|"quickly even excuses poach quietly packages :"
16534|"Supplier#000016534       "|"2wyBLywmwy wky0wg"|24|"528-401-5049   "|2669,44|"bold, bold deposits integrate quickly across ."
16543|"Supplier#000016543       "|"6L0 04 R ywNkLN  RRyP2Pig0"|11|"534-461-8049   "|1859,65|"blithely unusual pinto beans haggle carefully ."
16547|"Supplier#000016547       "|"i2RPBw6BggL6R 6RLgi6 RBi0BRyNkNg2 "|3|"196-937-6024   "|-166,44|"packages sleep ."
16548|"Supplier#000016548       "|"yg02gNw4NRki"|5|"721-749-1764   "|5589,61|"fluffily pending asymptotes sleep around ."
16550|"Supplier#000016550       "|"i20kwwNgNgLL4yyNLN0N"|13|"282-555-5222   "|2822,6|"blithely ironic pinto beans cajole ."
16558|"Supplier#000016558       "|"wBRi6k0P404 kikiRg m2NLm22NwyykPy"|8|"574-833-5085   "|3269,51|"blithely thin pinto beans cajole carefully blithely special pin"
16561|"Supplier#000016561       "|"w m20N0Lw kRPggRRmyBm"|5|"431-659-8048   "|2591,45|"blithely regular pinto beans sleep along ."
16567|"Supplier#000016567       "|"42yg i26Nmy4B2N i4y6y0"|12|"535-763-9242   "|7343,21|"pending, final deposits across wake against ."
16577|"Supplier#000016577       "|"LN6kyNk   wPgm"|10|"131-918-1598   "|4077,19|"quietly even Tiresias' integrate quickly ."
16584|"Supplier#000016584       "|"L2iwyw2wy6iPg6igkRm 6Ny2m6iNkkNmimRy4RP"|5|"543-917-7769   "|6452,07|"pending, bold deposits impress fluffily ;"
16590|"Supplier#000016590       "|"PmL 6kim0PR0m"|9|"204-354-9229   "|3535,79|"blithely ironic pinto beans wake ."
16593|"Supplier#000016593       "|"RRygkPy6LmLBy g6yR0NR4y iNi6g"|21|"507-739-4259   "|5840,99|"fluffily regular warthogs sleep ."
16595|"Supplier#000016595       "|"i0R2Ryk4Lgyw"|2|"601-596-4766   "|-948,14|"ironic, bold deposits across cajole after ."
16596|"Supplier#000016596       "|"0Rw22 L2m2kLykyi20"|7|"474-578-4236   "|1466,71|"carefully silent foxes haggle carefully after ."
16597|"Supplier#000016597       "|"P46Pk2kRkBk64 22iik0N0i 0y4yim4P"|3|"301-314-6710   "|8996,62|"quickly final instructions use blithely alongside of ."
16601|"Supplier#000016601       "|" NkkN660LNRNgP LPLLR"|13|"394-529-3703   "|3192,06|"blithely special pinto beans use blithely along ."
16613|"Supplier#000016613       "|"4Nyg0yRw26Ngw6R"|1|"806-210-7414   "|6519,6|"quickly express platelets cajole carefully among ."
16614|"Supplier#000016614       "|"BNwPkLmw 6"|18|"823-870-3814   "|1866,75|"blithely special ideas nag blithely against ."
16624|"Supplier#000016624       "|" g0N2 LR0PRR04NkmiPkR224PBmy00kmgg 42"|19|"451-316-6283   "|3593,32|"quickly special platelets cajole among ."
16626|"Supplier#000016626       "|"BBwPgimgR ymPRPyi"|18|"575-638-5160   "|6825,23|"quickly ironic platelets among cajole carefully blithely pendin"
16629|"Supplier#000016629       "|"BPPP4N 20N0BRymB"|11|"396-475-2650   "|5591,61|"carefully ironic ideas haggle carefully even requests ."
16636|"Supplier#000016636       "|"BiiPPB6 RwN wR www0wBmkPmPNiRiP66L0g4"|8|"597-801-4430   "|6475,05|"slowly silent attainments beneath nag blithely along ."
16643|"Supplier#000016643       "|"4ywRBwm6RLy2y02RRNm6yyy2"|8|"533-987-5194   "|-496,58|"regular, unusual deposits haggle carefully across ."
16650|"Supplier#000016650       "|"0R2wPmm 6m40BigN6m46RwRi iL2P6"|23|"168-722-7797   "|4079,45|"blithely regular theodolites nod quickly against ."
16651|"Supplier#000016651       "|"yLLL2  Byg4Rk2Bgymmi"|1|"900-272-7424   "|9256,21|"regular, unusual deposits across serve thinly carefully express"
16652|"Supplier#000016652       "|"w062N 6iiRgLgkmg2"|7|"563-104-3251   "|5249,01|"blithely final theodolites against cajole carefully fluffily fi"
16654|"Supplier#000016654       "|"kNBBgm6g0mi"|12|"433-383-5229   "|8398,15|"carefully pending ideas try to believe evenly blithely unusual "
16658|"Supplier#000016658       "|"RwwymB2y k LL2"|10|"813-689-7140   "|6678|"carefully regular foxes use blithely ."
16660|"Supplier#000016660       "|"ikBPNPNiBmP0gyyw60"|15|"186-535-8026   "|6331,65|"carefully regular ideas play regularly !"
14384|"Supplier#000014384       "|"gLL0RLRN6wwm4w2B6yw0w"|3|"629-137-5262   "|2263,76|"blithely ironic theodolites sleep along ."
14387|"Supplier#000014387       "|" N62yym0BRi6g2Rm2R 4 PgB6PymNmyB"|13|"756-534-4859   "|5333,34|"regular requests run doggedly ?"
14396|"Supplier#000014396       "|"BN2BgB044 k2B"|17|"681-932-7241   "|7004,6|"quickly final instructions alongside of affix quickly packages "
14406|"Supplier#000014406       "|"Bg4i4BkmPwLRig g2NPP6m262RL2wPkgk06Pmy2"|0|"676-980-8280   "|7174,65|"final requests are according to ."
14413|"Supplier#000014413       "|"4P 620BwLN2iy2ggLmgmgL4y0Lw0PmkN0"|7|"890-126-6922   "|3893,8|"carefully final ideas lose fluffily packages ."
14418|"Supplier#000014418       "|"gkyBPBm Biyywy"|11|"601-679-3597   "|-505,58|"carefully unusual deposits cajole even, unusual deposits ."
14420|"Supplier#000014420       "|"6g2k2LP2mRR02R"|0|"236-959-3330   "|7010,7|"boldly express escapades wake carefully pending ideas ."
14427|"Supplier#000014427       "|"4mBN44iNiB0w"|18|"918-909-2393   "|7106,72|"carefully bold deposits poach ruthlessly ironic, even deposits "
14430|"Supplier#000014430       "|"yR2P mww4P6gNwwN"|24|"592-895-4232   "|9529,35|"blithely unusual instructions wake carefully regular foxes ."
14437|"Supplier#000014437       "|" B2wmLRNyikk BNLNkR iRk26gLPiNwi"|0|"547-266-6525   "|-668,28|"quickly special instructions could cajole ."
